byte,count
db5e,9
ef4a,14
b58a,12
41d3,10
2426,13
bf6d,12
d52d,12
a746,12
f937,10
1b2f,8
b9c7,14
bf57,20
3454,10
3eb0,14
f330,5
1847,12
e853,19
40c0,12
e6b1,14
478b,16
edee,10
c187,16
590b,15
24d0,14
b4e4,14
50c5,12
daca,10
5c7d,10
5ec8,17
3c68,8
be35,18
40d9,23
4f74,10
b554,14
caa8,8
f467,16
90c8,7
b766,14
f544,13
89d1,17
8955,6
146e,24
966f,9
4de0,12
c59c,13
4dd2,14
c87a,12
6be6,16
b775,13
1fcd,12
1dd4,16
32ea,16
0393,9
374e,16
790d,17
c850,13
664b,14
e617,10
bdf6,15
d719,17
eaef,12
f472,13
fd2e,8
36fb,9
1fb1,11
ee73,11
a16e,8
9798,14
99c7,14
a0fb,17
735a,8
66a2,15
f85e,9
07bd,17
44e9,21
cc11,17
c182,12
f878,14
6b1b,15
5888,18
9cc6,12
6ab5,16
65fa,13
3860,14
ea8e,13
58ca,15
a878,17
13e7,10
1c19,15
168f,10
c54a,15
2bbc,8
580b,15
f6b5,16
9d13,12
3304,17
7b74,16
65f1,12
c4fb,16
a6d1,10
6e21,15
d2c8,11
9191,9
0059,13
dcb6,12
e6d2,17
0e2a,12
87ed,15
2f9c,16
514d,17
212f,15
50d9,12
0bcf,10
7733,11
4651,13
6739,13
1a5d,8
3f84,8
c59d,13
9810,6
1c32,12
5807,12
de04,8
597f,18
8b14,13
cb22,11
b607,17
2a23,12
4176,17
5b08,13
97b2,16
7bf5,8
aea0,17
2dc8,14
f6cd,14
acb2,10
f412,11
462d,9
4e73,14
52cb,10
87c0,15
5dc7,13
a6b6,10
448d,17
55c0,16
1fa0,8
03c9,11
98b7,12
9dae,16
ec48,17
a44d,12
2d1c,6
8059,14
e8e1,18
ffbd,15
488d,12
5abf,9
ebfb,11
37bc,18
7609,19
2268,17
82ea,12
6c15,10
823d,11
543d,12
5b1a,12
e622,12
c384,15
0c3d,16
cfa5,12
5521,14
8557,13
7f28,18
1430,7
496a,24
d255,12
3758,15
4553,9
3af6,7
4304,7
0afe,9
8ae6,14
4713,11
0092,12
2705,13
2802,11
1edd,16
8ea3,7
c6b9,15
5e36,14
0c04,11
aeec,15
fd5d,11
4114,10
4f79,22
43c7,23
e64f,20
495c,17
fd73,7
fcb0,11
04b2,12
5808,9
ad21,11
3166,13
b518,8
f8bf,17
4f98,13
aced,8
5443,19
7bf9,17
de6a,10
c197,13
b3a7,15
fee3,11
a7dc,11
95ea,12
ac80,17
f7d7,10
ca74,17
b4f1,10
386e,8
daf8,11
d6b7,10
0b71,15
c54f,12
a469,7
d831,11
8d3a,11
d2b4,8
d977,8
c462,12
2b86,11
f75b,11
a48c,15
2c17,16
6009,9
568c,15
ea9d,13
2059,11
d25f,5
98ac,13
9423,17
d84c,19
c169,11
134e,10
a83e,16
8283,13
56a6,8
c4bf,12
8cfd,11
5829,12
270e,12
367e,13
f297,14
5fed,15
771e,15
bef5,14
cb1b,10
b542,14
d77d,10
989b,13
b01c,13
3733,9
9877,16
e86d,17
bc07,13
fa85,12
6b4a,12
1bff,8
4c09,16
f5c1,14
6935,12
3495,11
46f5,16
d181,13
edf7,11
5411,12
c143,12
45be,13
6ade,17
1bc5,10
d79f,19
f2dd,15
0f3f,11
2c5a,17
544a,9
f7c2,11
894b,14
1361,11
f94e,5
dfe2,16
2313,15
e38d,12
8995,8
db7d,16
e29d,18
1cf2,13
c656,10
3976,11
aa94,17
2e79,10
bef3,11
c4d7,14
520c,8
1c7c,8
474d,17
e9b5,13
0695,15
3489,12
0ef4,13
1a7c,15
96cd,13
aacd,13
4f30,12
03a6,9
2ae8,6
dff7,13
68b8,17
1509,8
127e,16
9247,17
ed07,15
aee1,14
0edf,16
9a5f,10
f0fc,13
263f,15
27f4,12
3357,14
81d0,16
3802,16
858e,6
1bf0,15
4c6f,11
0f62,6
9243,14
50b1,17
b53c,10
0cca,16
3dfa,6
5246,7
cbcd,9
004a,11
1ac0,13
ab45,8
8237,11
73b9,10
2289,11
54a5,16
bcc5,20
4378,14
a239,16
82b1,15
dd28,12
dee7,15
ad7d,21
195e,16
5795,13
5c8d,10
327f,10
a09d,10
a6b7,10
0abc,21
3312,6
512f,9
21eb,17
9df3,15
bf99,15
ab02,13
69ab,14
3d6e,13
fafe,15
2746,11
461c,13
a670,8
02f3,11
d0e1,14
ab5a,14
b5cc,12
75eb,15
c477,12
9709,17
3fc3,7
f0ca,12
694a,15
71d1,10
9e2d,14
c578,15
b14f,10
863b,14
d090,16
27ee,15
1ab5,18
de9d,14
ee9b,9
2092,15
6b05,12
0f95,12
0f10,20
10a7,9
7dff,15
aae9,15
fffc,13
fa3e,13
c242,8
6362,14
2399,8
5cbe,14
16bb,15
db50,16
c5f6,18
3c85,18
6314,11
09e8,9
dc4c,13
1070,10
a7d3,15
30d1,13
8185,12
54a2,10
65aa,11
f865,8
3469,13
b244,10
d6c5,13
86f0,14
24b2,15
fa7a,15
8309,11
3a65,11
b181,10
8771,16
689d,6
4701,11
fcd9,13
2393,18
3922,7
1a2e,11
8d56,12
d16b,14
fe8c,13
df0f,11
4dc7,5
e57a,7
cce9,14
79f9,10
9353,14
e060,15
b894,17
c549,11
2697,15
6aa2,10
9173,15
2250,12
315d,11
6d55,9
0b6b,10
012c,8
2730,14
dda5,15
60aa,14
db4d,10
50f3,11
2cc3,15
a4e8,11
f030,14
3521,10
acc6,9
fb78,11
05e6,14
cbda,14
ddb3,12
f51a,15
0f17,13
9f89,13
1a87,12
275f,9
7a7a,6
1e4e,11
46b2,11
a4e9,14
c1c2,11
d9bd,13
73ee,14
68c9,14
79e7,7
1e84,12
d320,15
232f,11
ba20,11
99d6,19
037a,16
b41f,11
2c5b,14
c59b,17
6383,16
61d3,16
76c5,13
28ea,9
c0fa,12
792e,9
332a,15
b860,11
ea33,6
ebb5,10
d350,15
b9c6,10
a157,15
fe46,13
a575,15
6908,9
4136,13
14bb,12
d700,5
1610,14
1414,16
e71d,16
267d,13
8ffa,17
b317,11
f662,11
06c2,14
3d2d,12
c167,11
1602,22
4c8b,9
9c2e,12
7d41,10
b576,13
631b,16
d6e2,18
f848,13
d043,14
8892,12
234a,16
2f48,11
e934,12
99eb,12
1f05,20
74f8,16
769f,12
84b5,12
49d9,13
6280,17
2d97,10
45ba,13
5257,14
868f,15
2c03,16
c3b9,19
4cf3,11
69b0,13
4cd9,15
202e,8
a56d,20
1c36,10
468e,17
c16b,18
f774,13
7dd5,12
3880,17
03de,10
577d,16
abf6,9
6a2b,10
32a3,17
7d63,12
09b4,19
b221,8
a9cb,13
8699,20
8ce0,10
49ae,9
496d,10
38e7,9
a538,13
d63f,12
734b,15
bbf9,13
e893,9
fe9e,18
c64c,11
5cb8,12
3832,13
5759,10
12fe,17
bf6a,12
c899,17
1f90,8
7acf,8
9301,8
05c3,11
3c62,9
581f,15
3fcf,14
578d,10
978d,18
bf06,10
33e3,13
78e5,11
66bc,7
0151,10
0aa0,14
f8c5,9
6fc7,8
c422,17
91ea,15
c4f1,10
0159,9
ea3f,12
fb21,8
906c,9
6d7b,11
fdd5,10
8542,7
3fc0,15
85f1,10
50cd,20
367d,16
b225,14
60f2,14
d8c0,21
f05b,10
def6,10
2d50,10
2fd1,20
0b13,12
7048,13
baaa,13
b7d8,18
9f60,10
e37f,18
f08f,11
1cbc,17
5ccf,11
e908,12
fa7f,8
6c85,13
c763,10
5cc0,13
af84,9
0d17,19
cd06,9
615e,9
fae2,13
d7be,17
5f82,17
6c8a,6
54ad,11
3849,5
30fa,14
b63c,12
1c15,13
be78,10
63c2,11
0138,18
be92,17
5b70,9
2a96,15
04b4,18
5c88,16
6954,19
f647,13
f23d,9
43f1,14
78a6,13
3235,14
7541,16
96f2,13
eea4,13
53cc,21
d068,13
1ba2,16
f4ed,13
a2a0,12
a789,13
c635,9
0060,15
96b3,18
c3cd,12
87a8,11
9792,17
e109,13
fd40,14
58e2,10
7a2c,15
45ea,7
efbf,13
aa0b,16
156a,11
802a,10
babc,14
0351,17
1f98,12
a8d6,15
f746,12
c29f,14
8852,12
2a87,13
9c0e,14
a504,10
5dfd,14
7955,15
a4fa,21
19e0,9
3202,11
6f68,12
1b70,19
80d9,18
642c,13
c121,9
6864,16
1afc,14
acb9,10
219d,14
7630,17
9683,10
39d6,10
d630,10
b9f2,15
2140,15
7d17,16
a458,11
995f,13
e66b,16
620a,10
9141,14
f084,15
1806,11
ee59,9
d649,10
6ee4,18
1272,11
b331,12
bd84,12
30f7,13
2dc7,13
ec55,15
e20a,11
4aeb,5
96bf,20
7fec,19
6beb,13
24cb,16
f29d,18
6862,14
8428,19
bbf6,9
6072,11
4e31,17
a9de,11
0fba,12
b427,9
0b9d,10
1437,11
d45b,7
4d46,18
34d7,12
122f,23
07ea,13
b66e,5
2fbc,16
1dc1,12
790e,11
9b7e,12
57e7,11
e28f,10
fff3,9
d936,15
6ca4,22
4691,13
0859,14
470b,7
1424,15
453d,17
bb03,13
bad2,19
43c9,16
5d68,8
001b,13
9737,11
a566,17
b3eb,8
5356,10
5f02,14
9f9e,14
fefb,10
5a29,11
d232,7
5ca6,16
e46e,15
f956,16
7f34,15
17e2,14
c58d,10
3c7c,22
eb85,15
0f2a,11
e74d,18
fcd7,14
092f,16
d60f,12
3d7b,21
d79d,9
3a8f,12
1f81,12
a286,11
d7cd,11
6a6e,14
ce0f,14
32f3,15
57a6,9
b531,16
8d17,20
21ff,16
0387,12
93c7,18
0ac5,13
5786,15
fd75,14
9de1,18
b7c8,19
db04,7
0081,17
f554,16
d926,10
80c6,9
a5ea,12
1ed6,16
1216,17
944f,18
7ce7,12
5992,20
5a50,16
abf3,16
cf7f,13
6629,15
9643,15
b2d3,13
b59f,10
55a0,16
c073,12
dffe,12
18f1,9
23ba,12
eb03,12
13d2,11
606b,12
7d5b,12
8849,9
5361,12
9fde,16
2a76,10
1c10,24
f9e2,15
0db1,14
2807,14
4faa,13
7fe8,10
c93f,16
72a7,15
bdc9,11
c2eb,10
1711,15
192c,9
ac0a,11
b6da,13
3aa7,17
053d,5
b7b3,19
6366,19
42a6,15
8524,18
bf3d,12
50da,7
647b,17
ef3f,13
cb93,18
fccd,10
e419,14
a2c5,15
cf55,15
a4df,14
e8e7,9
e827,8
6a7a,14
bb1c,8
f5ac,9
bdb5,15
cc38,17
deb6,16
6369,15
8647,12
6978,11
9566,16
7a25,13
eefb,9
e22c,17
9a97,11
a168,17
c737,12
0e0b,13
ea59,15
acd0,12
d67e,11
babf,12
a4b2,8
38b6,19
2eef,15
66dc,6
f425,17
b685,8
c23d,17
5de1,11
d9c8,14
71ce,15
7165,19
4f84,14
c922,10
5611,14
ffec,15
6325,12
fe39,13
acc1,18
aa9b,15
6185,16
473f,13
2af1,13
f26b,14
ca2e,10
062b,11
440a,14
627b,14
1db9,11
2499,18
3482,14
1d1e,12
0cae,12
409f,15
2a1c,12
69d6,8
b48f,14
a42b,19
4712,9
9917,13
4c54,16
49d3,20
89a7,7
b16e,14
6c55,15
587f,13
16f7,17
ed78,12
f641,13
028b,13
30ee,12
a1d6,13
a65b,27
9cd6,17
1407,15
5a16,10
2c2c,12
ed12,16
cd7f,11
b6ec,18
95f5,12
9bed,11
d2d5,19
05d2,18
13a4,16
ff4a,16
17eb,10
c981,17
3d45,12
3da1,13
3833,15
0c5a,11
1c97,12
6581,16
bbdc,12
45e3,13
fd72,19
f2a6,16
8181,13
955a,13
815b,14
c283,11
2e2d,19
2774,13
e35e,8
46a4,13
3084,13
0d7d,8
9d20,9
cb83,12
1609,12
46e5,10
369f,14
3473,14
052c,14
da73,13
32ec,17
bff8,13
9e90,8
3bbf,9
e9df,13
4605,13
345a,14
b563,15
bb9f,20
8c34,6
b5e6,10
f7d2,13
ed7e,13
c9c0,9
b71b,7
3fd5,15
f693,13
37d3,8
a67d,15
6573,8
e656,12
d30d,12
32e1,10
da4b,15
1c92,12
6ff2,18
eecd,15
bda9,15
c8ca,18
435f,11
757a,10
baa5,13
d10a,10
cf6b,12
6895,12
ea03,11
4d27,19
c362,12
4d91,12
4f32,11
dba0,15
5042,6
8677,14
e66d,17
499c,12
79f4,9
cba3,13
17fb,16
1912,17
265a,13
a846,8
b678,14
48cf,13
7615,11
09db,8
227a,12
c580,21
b754,10
ab73,9
b29c,8
c901,8
62ad,13
4a7d,11
1a16,11
81e8,13
8c79,10
525e,11
1a49,18
fa12,11
3edd,11
ecfe,13
599f,8
2586,9
d8b2,8
fe6f,17
2a57,13
492c,11
184a,11
a9e7,4
e7c2,19
0954,9
39e6,13
dd90,12
4322,13
05a7,12
257b,15
ed5a,15
8f65,21
5322,12
ae6c,13
ee7a,12
a9c0,16
f027,16
f302,12
699d,7
6694,15
ca75,16
c826,11
cc18,11
b86b,10
8cd1,15
5602,16
855e,20
ee9e,16
12cb,18
6fc0,12
3cd7,12
37b7,12
b5c2,17
b4df,16
648a,14
d147,11
b6f1,12
6bc5,13
7943,15
1e62,11
bf40,10
5b99,24
aef2,12
5dcf,11
36b3,14
ec53,13
3ee6,11
5ee7,10
3c83,13
ee42,16
3403,14
e5f0,12
3fb1,18
c823,12
5433,15
02bd,15
8d88,11
0d98,13
22b6,16
4732,14
a1b8,15
878d,11
7410,17
0b16,16
ca48,13
cbcb,16
9ae0,15
77dc,10
09e1,12
1744,12
37d1,16
94b4,21
df7e,15
8d4e,12
10a8,14
c29c,13
f77b,17
3abf,13
1abb,9
5b2a,20
c210,16
95e7,14
9272,9
f309,10
625f,13
cf6f,9
ffd9,15
a71d,20
4ba2,11
33e9,13
6bbd,14
06ca,15
322c,13
237a,7
1fb4,6
efc7,12
21ee,14
14d2,8
2cbe,12
ea06,11
e694,9
6a83,15
6204,11
00cf,16
f747,23
5bb4,15
cace,14
b652,14
5990,11
d028,8
0333,15
4f20,11
d81a,12
46b5,14
9f69,13
a5e9,10
d80c,11
8338,9
2a41,13
ffb8,13
8e3e,14
5321,15
67ad,7
8c56,5
9946,15
3b30,11
841c,18
f624,12
26e2,9
9349,16
608c,13
b7f7,19
9055,13
4f80,14
97d8,14
e8f1,21
f7a8,16
199b,8
90c7,17
bedd,13
4a56,7
0636,5
cd95,17
6a75,13
da9f,13
872e,19
f429,14
dcd5,11
5191,12
fade,13
1217,9
ec42,19
b187,12
90d5,14
aee6,13
3afe,16
8c05,14
7578,12
39bd,9
7bd8,14
dc77,8
dd59,5
96b0,11
bb08,11
e490,12
f782,9
edde,9
e47e,7
6eeb,13
6972,8
f483,16
dbf0,11
79c9,12
a999,12
cdde,8
1c8b,22
574f,12
b8df,13
43b9,18
1a88,9
ba17,13
d2f6,18
64eb,13
dd13,22
fd7a,7
4193,12
9eeb,23
fc4f,11
0def,12
1b05,10
55ce,22
e2b9,13
0f7f,8
706a,10
4a2a,17
7f7a,11
7fa3,9
303d,11
2b50,16
149e,11
69ca,10
93e5,17
5ca1,10
1ab6,10
f621,12
d1d4,18
19a6,10
e807,10
2ced,15
60cb,10
543e,12
1372,11
bd34,14
215d,8
12b7,11
4d72,13
92e1,7
3447,13
d8e0,10
b077,12
43d0,6
5f21,12
9e6e,15
c90c,13
d4fb,14
d7a3,11
78a5,12
25b4,8
decf,8
0d64,16
8b35,14
263c,15
9491,15
ba2a,14
2dd3,10
48c1,15
e567,9
d0fe,10
775e,16
26b4,11
0196,17
b8b6,22
fc52,13
15a9,12
9cea,17
b091,11
afe1,13
313a,17
3696,12
1896,20
8108,13
55a1,15
af95,10
225d,13
4fb1,10
372d,10
8180,14
a4cd,11
baa3,14
6965,15
5572,15
1d45,16
a446,10
1b6b,19
50e8,9
79c4,15
c28e,17
01b5,15
e52d,14
30a0,22
2149,16
ca0d,15
608e,8
ae36,13
b5c3,9
31d5,13
c1a3,11
958c,10
680c,9
27b6,13
bb24,11
fb9f,11
a8a5,15
bc21,17
247d,15
a29c,15
6e5a,6
5dcb,14
179f,22
e5e6,17
5eb3,13
1560,13
8e38,15
ff48,12
0f8d,9
e179,14
67c0,13
25c4,14
3cc1,7
ee3b,19
eebc,6
6477,15
766e,17
55fc,20
257e,14
2c1c,21
84dc,21
0766,12
5cbc,12
0da7,8
14d9,8
62a3,8
64b7,14
4137,8
6a24,12
627d,12
340b,14
98a6,10
65bb,12
84c9,10
5584,12
703d,13
8eb5,11
c0f9,23
7333,10
63a1,13
66ab,10
e240,15
2927,9
2875,17
5b54,10
bb29,13
c1c9,10
4dc6,15
85dc,15
aa0a,6
39f0,21
0a47,11
0d7f,12
54e2,16
d766,12
f356,10
e72d,12
95bd,10
a659,13
dee0,15
5985,8
42d5,14
8d23,11
b328,16
c17c,12
c13a,16
1cc4,11
8068,17
d54d,8
dedd,14
b9c0,14
abdb,15
f56a,8
7a37,13
e029,13
bf50,9
b843,14
515c,8
413d,17
4b63,11
7b82,10
a2f2,12
d6e5,12
0454,12
d82b,13
5bfb,12
93d8,14
e520,14
8f5e,14
6d3f,12
f614,14
6dda,18
32c7,14
4bd2,9
ea49,15
6c05,21
60c5,11
c506,11
3faf,7
ef50,6
1e88,8
4e99,12
ae86,13
0620,13
c0ae,19
2a70,17
ff3c,11
7175,12
14f0,13
fac3,19
00c7,15
fd07,9
5794,13
38b2,9
bc6f,6
3c3c,14
1aaf,13
569a,15
692b,18
61a8,16
006a,28
3bd7,20
244b,15
4b79,21
5dba,17
9688,17
fe2e,9
2758,14
813b,16
afd8,12
6bac,13
5b84,14
467b,9
a2a6,13
8322,11
b37e,14
9d85,16
554c,19
4878,12
7e9b,11
cafd,19
cb7e,7
2292,13
010f,7
e857,17
a506,19
045d,13
5594,16
401c,7
0c18,13
cd58,11
7144,15
f6f9,11
e8b6,17
0ddd,12
6a0f,15
e396,15
a8e0,13
c6b8,13
59b5,10
4dd6,15
98d7,12
c856,13
921b,15
2a2a,10
9b43,10
4c82,6
9265,14
3e04,11
2305,19
2217,8
82a1,13
6813,15
b22f,12
a81c,12
998b,12
6a98,15
f5bf,13
ea10,9
6020,14
a02b,11
8fe2,14
7567,9
cece,13
ebfd,14
2c7f,19
ad7b,10
8ee5,18
e56b,19
e4f6,13
8df7,11
9d41,14
e8c7,15
809e,17
e5f8,12
42e1,10
c14a,18
8057,13
aa84,12
ecf8,22
519a,9
bfb4,11
3acc,11
f4e8,15
938a,15
8e4a,16
46c9,10
8e64,18
a237,18
3db9,10
0650,16
d423,12
2374,15
1054,13
dc98,12
20c9,12
d2fd,20
4ffe,6
13aa,8
5e57,13
9950,9
6140,12
5a47,15
35a7,9
7ee0,12
12e1,8
7937,20
3ee1,16
0e7e,9
36f2,14
f216,17
6670,17
3fcb,13
54ab,11
a495,10
c887,13
71c4,11
d140,14
6aef,12
027b,16
79fd,9
5b06,15
7346,12
d004,17
8788,16
6b97,21
f5b3,17
c772,13
5bc7,9
eac0,12
34f4,17
7495,11
dadf,12
89a2,10
33ce,10
9a50,19
ccb2,10
dcd8,14
3bc3,12
0b15,14
7a74,16
a15c,14
0e64,13
46c6,10
04f9,15
9d15,11
8f1b,11
7594,11
0179,13
2675,11
5a53,16
27df,16
a74e,8
9591,13
f7c1,13
f2c6,12
08ac,15
689c,18
ff43,19
3a24,8
ac3c,11
a4e4,12
6453,13
dd04,18
4325,11
52c0,7
561d,9
e592,20
f5a2,12
42ad,7
c8c0,12
cff2,10
82a5,14
dd2a,9
f186,11
935d,10
0db3,9
2ed8,11
54e4,8
2663,16
d66f,11
4ef6,5
9b4c,14
e173,20
3baf,13
f8de,12
dd16,6
7e84,17
469f,9
9d11,11
8a70,13
e7b0,13
3aa6,8
eebe,17
c323,12
6ea8,12
66f3,12
30d6,14
153f,14
5798,11
37dd,19
1742,12
2480,11
8961,16
d333,16
910c,11
1655,15
7004,13
45e2,16
588e,13
0c06,10
b8aa,16
a669,13
abe4,7
4006,12
24e2,12
1eb1,15
afdd,15
732a,11
db2b,9
c092,17
1a25,14
7949,15
ebdf,19
484e,8
073f,16
285d,11
ccea,13
33a8,11
7da8,14
6e54,12
3789,10
5fbe,6
bf36,10
9a11,19
f27b,10
25ca,8
ce65,14
2178,11
f589,14
dd73,13
d28f,9
bacb,14
9b0f,12
f0c5,18
269c,12
9d42,15
17c3,9
06b3,7
6011,9
e1d7,13
1d87,11
4965,11
456d,18
555a,12
1d02,18
c819,14
78b5,12
9648,14
346a,15
b467,15
c896,11
b6d4,11
2116,15
4616,13
a7f2,14
f7e8,12
e3d1,15
d018,10
e0fe,18
a2d9,15
6085,15
31bc,15
186f,15
354b,16
aab7,15
3bb6,11
c5e3,13
d35e,13
f0f7,17
eae2,13
faee,20
be06,13
db17,12
4075,6
42b4,16
a6b8,6
e572,13
36b1,14
b9f5,14
af8c,12
2431,9
2957,12
45a1,11
e776,16
1a5b,12
b7ca,8
7081,6
4def,16
abf4,10
337f,7
4d0c,16
1c67,12
2815,7
390d,11
06ff,21
71c0,17
ec13,7
b54b,13
6132,12
6f81,13
d737,9
097b,8
eb8e,14
5b63,13
1708,16
6df7,11
dae9,16
3613,12
747d,13
eb1e,15
e89f,11
358e,10
6cd3,9
3ca6,7
d46e,7
68fb,11
55bc,15
07b3,11
5a99,19
687f,5
b61a,7
2562,12
979c,8
7e91,14
4d6a,15
2229,12
c116,13
91cf,7
08c8,14
352a,12
8fd9,13
535f,11
2677,9
78fc,17
253a,12
c41e,15
c9d9,13
38af,13
841d,9
423f,14
6c98,17
bbcb,11
e040,9
cd27,12
7f97,13
f5e8,11
3039,12
1dcb,13
e2fd,14
cdb1,18
a722,12
64c0,8
fa9e,13
2ada,4
0f6a,14
6e3e,16
9bfc,7
c783,13
1487,10
ec57,12
daf1,13
fb5c,16
b5f7,12
258d,14
1dad,16
9794,8
79b9,12
b1c0,15
f249,14
5ad3,18
f3ff,15
3c11,15
bf74,12
c637,16
6bfd,9
4434,9
4015,12
34a5,11
4a16,12
2d0e,17
8296,15
9beb,9
620b,18
ba24,12
c124,12
9281,18
3ef3,14
a59d,10
9ca9,10
54f9,7
52d6,13
1ebb,9
2b29,11
bf44,11
70fb,8
4f21,12
6f05,12
94e0,13
5c2d,9
612c,10
9945,14
33dc,11
6f0f,13
9ef9,10
4091,14
53f9,9
a196,9
6946,12
586e,17
39e9,7
bb1d,14
7a3e,18
30c7,13
e4ec,14
dcd4,17
3ccf,13
b4e7,19
9972,12
8988,14
f2ea,8
fa38,14
897f,10
3d4b,12
e2d6,12
b462,10
949f,9
1167,14
1f01,20
fe93,11
8485,15
4247,11
1f4d,12
5b6a,16
ae2b,9
ce75,20
c160,13
92a0,15
5588,15
6171,15
b31f,15
762b,13
2a32,12
4d54,11
e9fb,16
c535,12
4a55,14
c70d,14
804f,11
b403,9
9cb8,15
76f8,9
5e40,12
d225,15
8973,13
11c7,14
8118,8
50f1,12
09c6,17
6fa2,10
e8e8,15
8cb3,8
9b1e,15
3623,11
3838,14
83bd,14
4c3c,24
1ce4,6
20ef,12
bd8e,14
fc90,12
aac2,12
3633,17
07f3,11
067b,7
e3ba,7
047c,14
a05a,15
ac96,13
206e,11
3ddf,11
1f65,10
4d3a,17
5446,8
efac,16
fe19,8
7a10,9
977d,12
40a2,7
8855,8
e94e,17
a811,15
a30f,19
ca18,14
4da1,15
484a,15
2e20,8
af33,17
9a91,14
eae3,25
a1e9,16
f0a7,13
06e4,5
8c36,12
297a,20
fa97,14
86c8,12
b9af,15
50a9,7
3395,21
72d5,9
8a27,15
5843,15
b56c,10
5acd,16
4922,16
4024,10
6f9a,15
af23,9
4e04,17
8c02,8
e964,13
a4fb,12
8377,12
b959,14
f2db,14
84fd,12
400c,14
e747,13
267f,11
968e,12
5c47,11
8dcb,18
6e9a,14
c41a,13
405a,16
02f8,8
aacc,10
0c72,16
8333,12
e99e,18
a45a,15
9996,9
7199,6
c36d,11
7d67,19
e961,20
e6a5,16
a0d8,16
8c98,11
2ece,11
cd76,15
0433,10
2cc6,11
7690,12
f3bb,10
092c,13
02c8,16
06c9,13
1f1f,10
9dd5,17
6294,8
0ba2,16
04de,10
4fe1,14
fd2c,15
bd18,16
3af3,11
d2b9,13
2de9,17
a1db,14
7944,15
4d25,17
d2bf,12
9331,15
87fc,7
97a2,18
3513,11
f9e3,21
b0c1,9
4ca8,4
c173,15
4a0a,16
6309,14
5098,14
0dee,8
6e3d,9
ead1,14
123f,11
a131,12
3655,8
d330,12
93fd,7
b387,11
8c17,13
c6e7,15
1083,14
c202,11
2625,13
9f40,15
19ea,13
493c,20
6304,7
e891,10
5f5a,20
fda4,13
fac9,9
e7b9,13
0a3c,12
9ae8,16
a3d0,17
0b09,13
2707,10
a339,13
2f53,17
96ff,15
6727,19
de55,13
e25b,13
120d,12
03eb,13
34ff,11
a96b,14
a21d,14
5802,9
f491,21
6e13,15
86fc,15
a1ff,13
318a,14
77e7,11
3b4a,16
fb02,10
7332,12
5187,8
c09d,10
1ba9,10
dfee,16
f254,14
1d60,14
3d2c,12
c624,9
b651,15
a056,10
6bee,8
ac28,18
ca8d,12
33cc,14
f932,18
4f4a,10
b0a1,12
ba2c,16
6e42,8
d3db,15
8d55,7
62b5,13
82de,7
eda8,11
989a,11
c7f7,18
f6ee,10
4066,11
fb42,16
bf5e,9
3b53,13
b702,16
1410,16
a971,19
5c3f,14
da18,13
4410,16
5c9c,14
6eaf,21
cd8b,16
50b3,8
ba8d,12
5464,18
3a4d,14
537a,11
4d85,15
bede,20
e449,9
7fe4,18
9312,15
cff4,9
be5f,15
eb99,13
0707,12
a118,15
823a,16
fdf4,17
9c79,15
5a5a,15
dca4,16
825a,7
b777,9
9f6d,10
a71e,8
77fa,19
fe81,16
a8a3,12
5b7a,7
b5fa,12
e1a4,14
a4a3,15
246c,13
c632,8
6b58,9
553e,8
3f81,13
cd35,11
f563,8
2747,15
75a0,13
2f0e,11
4333,13
2891,12
5564,13
59d8,10
8c85,11
0608,10
5f72,10
8edc,16
fab0,14
0b6f,15
e864,10
ea67,10
62d9,11
6640,13
cbe0,12
ff67,9
f0f6,21
0358,13
9526,10
8de2,10
8351,14
019e,15
950a,13
6f42,18
726a,13
db40,16
292d,10
b151,10
5c89,13
62c3,16
36d4,8
dd20,15
0185,12
e5b0,16
16cc,12
3c41,11
99d9,10
47cc,11
04ac,15
39fd,12
f519,10
dbf1,10
ae11,12
4423,16
e791,5
f6df,10
628d,10
2980,11
2ffc,12
d860,8
68af,18
b94b,10
6a91,10
3dee,10
7938,6
b99c,16
0359,20
8424,10
7ae2,13
3349,13
90d7,12
4fb4,12
427d,11
2085,11
0b65,7
7ca5,8
8d59,14
15b6,9
7b8d,6
7007,12
d854,11
7a77,15
e436,12
94f9,10
5ae1,7
83a6,11
9a5c,10
e2b3,13
11b7,9
a6a9,13
5c75,12
668c,20
18b7,10
aad4,11
1ec1,12
e34d,12
b05b,18
27c6,12
babb,8
bc52,10
76cb,6
95de,17
cce3,12
6cb9,17
2f9e,10
37c0,6
575c,15
d207,13
8ded,16
08b0,16
ab8e,5
b780,12
3871,12
6a82,14
e001,14
880a,13
892c,5
c7f8,17
d0c2,6
cb84,13
a8ad,9
452d,9
56ac,10
2271,17
7e15,17
42cc,10
80dd,10
6e17,15
65dd,9
5128,12
55cd,14
1d7e,16
0065,18
0b87,10
81fc,11
dfd8,11
ec7d,8
9bea,11
9fcc,12
fba1,9
01b4,6
3168,19
84ca,14
a891,8
6eb9,9
1357,7
94df,17
f7be,14
b7c1,11
42db,13
4b35,14
5c72,11
dc27,7
a546,16
a276,17
c795,13
fdc4,15
f9cc,14
7587,13
1348,17
f443,15
ef63,10
b1b9,10
b8d7,16
e0eb,13
d6bf,14
e9c8,11
db79,10
0fd2,14
d6e6,10
0795,8
5de2,16
aec0,10
c5eb,13
f794,19
cede,16
7742,8
ada5,11
d75f,18
8602,14
4b61,18
7fdf,20
27d9,10
5edd,11
