byte,count
a8c4,15
57bc,15
8761,13
a98e,17
1aaa,10
69dd,20
597c,8
b92d,18
b5a0,20
447f,20
f354,24
2841,16
b8f8,16
8be1,11
436b,18
2ca5,22
43d8,20
376f,9
9804,12
9979,15
14fb,13
fed9,18
7987,15
3128,11
91b8,14
931c,18
1646,23
8f5f,18
0ce1,13
3a20,19
82e4,21
a181,19
5475,9
51a3,14
863d,18
ea3a,20
4c7e,17
c39d,16
a33f,17
a7f1,15
3174,8
3f79,18
cfb0,15
3565,13
fe36,14
7e35,13
5d47,17
0531,12
d1c0,12
81ae,15
96d5,12
d5c3,17
f55d,11
2885,20
4b03,16
d313,12
3b48,19
cdd9,17
48fc,18
11e2,18
703e,12
6c67,10
6244,11
e3b5,15
7e1c,19
87de,17
244d,12
ca22,11
25b9,17
2276,13
0670,16
5d1d,14
7813,21
456f,14
058a,19
5649,10
dbec,16
8d1a,16
d595,17
9ad2,10
a33d,13
3c48,17
5865,11
dc5d,18
54ee,10
8f18,9
2392,13
ff7c,14
4788,9
f5b7,9
6c79,19
fc61,15
a194,18
a257,13
00de,19
f572,21
4359,9
124c,8
b96d,13
01bb,22
f9c4,17
a833,18
c86d,24
a895,14
efea,11
4262,14
4065,12
ee47,15
e18c,21
1a1b,14
c43c,18
9e8f,17
1a46,9
0df6,17
c170,968
279e,9
9c19,15
6c5a,15
9d03,20
c263,23
1815,16
5e27,13
d05a,17
9fe2,16
dc97,16
7c5a,8
9e57,12
412a,11
f90c,20
5523,15
9f21,11
7996,13
00e5,15
ce94,17
163b,16
e654,25
598e,13
c9f4,15
bb69,20
0042,17
9a7b,10
a932,10
eb68,15
cf77,19
d763,18
97aa,8
b0da,15
5e68,13
95bf,13
afac,24
b795,10
895a,19
32c6,10
3585,14
0d2c,17
786c,10
ba64,9
0e51,12
f178,16
3dd9,15
eaf5,20
05c6,16
a0bc,15
344a,16
28d8,13
ba19,13
6741,15
3891,11
1ac1,14
c7d2,21
f2f5,16
832e,13
352e,13
4294,13
5b65,11
4bb5,15
757d,16
9a65,16
cfa9,10
2cc2,19
b7fd,17
9dac,15
21c7,9
3179,11
4772,11
6ac6,14
65a5,11
0ba7,22
7e27,13
5d98,14
4841,11
f19e,15
18d3,14
625c,13
ba4b,16
2e75,15
62b0,13
e798,15
f58f,19
1212,18
24ed,10
7922,14
4ce3,14
c9b4,14
3ed7,18
8082,16
b1fe,16
934d,15
5d6a,13
e48a,21
aa58,13
8564,12
a954,15
524e,15
0b3d,15
5954,15
4ea7,14
cc49,18
3fd9,14
63d4,11
6315,8
e781,19
6eb7,19
dc52,13
3b14,17
b1e2,18
d89b,19
de08,11
c612,12
f4be,16
99e9,15
fd90,23
34e6,21
6bcb,17
e06d,13
68d0,18
01e2,10
fe5d,14
9129,11
5146,24
03c1,13
8bb1,16
4522,14
9c5a,12
4ed2,21
01d5,17
a63c,16
6d9b,20
ad7a,12
a6c5,12
b547,17
e0d7,7
97bb,16
5d74,10
3e93,17
2097,17
fc45,15
e32d,11
e0ca,15
9789,16
7241,19
a46c,12
7244,9
a66a,14
50b4,17
0203,17
2f94,18
8fdf,17
93f3,11
94c8,14
1775,19
2246,20
ccd4,27
d461,18
03ab,10
82b0,16
f13f,17
f25e,22
11c3,21
d60e,12
64f7,9
051d,11
28f9,14
c4f3,16
e5e9,16
fa81,13
b320,17
2570,18
b756,17
1320,16
4eae,16
ead0,16
17e6,12
2549,16
e045,9
5a1c,19
b67f,17
c99a,19
ab4f,18
425c,9
f4a8,14
6ea5,13
85b8,13
fff8,17
a9bd,15
a096,19
80e7,15
cf9f,13
4a2e,20
4162,17
091e,14
d3df,16
262f,16
911e,11
561a,13
d98e,15
d666,17
8828,20
6cd9,13
421c,18
e177,22
e380,15
9074,19
d901,20
6976,13
0b68,19
ab05,17
22d3,14
1781,17
d917,13
b17e,36
aae8,11
2204,20
ffba,22
e3d6,13
8558,10
7726,17
9340,12
9e30,12
1c7f,8
2921,9
8172,8
7d6b,13
9290,13
1a09,15
e01f,15
9ffb,21
2075,10
e3a0,21
17e9,20
3c1a,12
8a35,11
17b0,14
d7e2,18
63e9,10
3541,14
9d60,18
50f7,7
05de,14
9dc5,16
d942,20
fb04,16
54b7,10
12b9,11
c3ef,21
b799,13
fb7d,13
333c,17
711e,20
0f61,20
39ea,17
3cd2,17
622e,15
3d16,16
7dca,9
1761,18
ec12,14
225f,10
c490,13
0eb5,20
1461,11
59ab,17
f0ff,8
dcba,10
e36c,13
b1b7,17
a059,20
5125,13
2603,12
6033,17
d952,16
5315,17
4473,12
c0b2,11
64af,13
6209,14
f6fe,10
6ca3,15
f912,22
d169,15
a56f,17
5aef,13
fcf5,13
4064,15
cb64,17
4652,12
d96d,17
f581,16
5938,12
c7cd,18
59f7,26
5241,15
6dc2,16
cfe6,10
2169,17
4105,10
6ec7,15
b04a,15
23da,14
4b05,12
fe97,17
bf5b,10
7585,10
1f57,14
4058,16
bc8f,15
0429,13
2813,17
6c69,17
5ff1,19
f6ce,18
fb93,10
9aec,13
a423,15
6def,16
541a,14
5cfb,14
a6dc,15
6063,15
8cd7,13
b64d,34
19cd,8
c248,14
63b6,11
81a3,17
c98f,13
d02e,14
2381,12
1d33,16
2016,9
ca44,17
aab4,20
f5d3,16
36ee,15
53c7,21
84ee,11
ea9a,14
e3e3,17
b95f,13
37ad,12
995d,13
6d34,27
ff47,22
44a2,12
b2fc,26
3eec,14
dfc1,7
dff4,20
9503,18
db80,11
d223,16
93d4,13
fb68,8
cf04,15
0ffe,16
19c5,19
15b4,16
ce15,9
2fc3,9
3d46,16
7bc4,11
e703,14
e944,20
5188,11
e920,11
b252,19
b6e3,26
3c72,12
30f3,18
097a,13
faa7,14
fc9c,7
c6d6,11
ee7e,6
5ad2,13
87ab,16
22ec,12
fc20,14
92ec,17
88f7,8
298d,9
358b,14
644e,19
df5f,9
b5aa,20
e3c0,7
2faa,18
13fe,20
c221,15
4f5c,17
17c2,11
1438,10
1627,10
8ae1,14
ec0c,13
d1fa,18
75c7,11
7c54,17
12e3,10
d8dd,12
41ff,18
cbe8,18
61e5,21
191d,18
1ae0,6
56c7,10
3f0b,15
4c9f,16
d7f3,15
d8bc,16
1f68,19
87e4,16
866a,12
100a,13
29aa,18
ddaa,18
edf5,17
d1bc,17
fad6,14
7a4f,10
63ba,17
718c,12
43b0,13
edea,10
3bff,11
3ae8,17
8b76,12
1450,14
9de4,14
7f62,15
c2ae,20
4e39,13
44ec,11
aeb3,19
c6e8,14
91c2,18
5c6a,15
b3e1,21
1eb2,14
a039,18
ac1b,13
ec15,21
7b28,15
baba,13
b287,20
f8b2,14
6236,18
8f9d,21
60bf,26
026b,19
9e8e,10
8738,19
e160,8
b840,16
815e,12
832a,16
d9e0,18
0b47,13
9fac,16
862a,20
6942,11
3912,14
a79e,16
d355,14
0dc2,17
53f1,18
da7f,10
5f45,23
b76e,17
7401,15
627c,13
94e2,17
77fc,14
0335,11
7afa,18
d00c,13
73f1,11
62f5,10
079f,13
67d1,14
3547,19
9716,17
e9d2,12
9e7d,17
c6fb,13
e4aa,19
4a84,19
e322,21
c1e7,15
68d7,21
f831,17
4658,18
9600,14
1afa,13
f9a1,20
f603,11
fcbb,17
d005,18
35b4,19
511e,20
ee61,3
85ae,14
f28e,20
a6bc,14
a889,16
9ac4,15
8dc4,11
176c,17
8210,17
4316,13
bf7f,14
64ba,11
2384,9
feb2,17
6783,17
9ab6,28
a0c2,17
c1fa,19
4c8e,17
e000,11
b5dd,16
b270,17
ed3f,17
1b8b,17
4d8f,15
6655,19
60c7,12
6975,12
dec5,21
9442,20
4bae,11
c406,13
3b8b,20
5bfe,12
fe56,12
32e6,23
8d75,9
1e67,9
0988,17
46f8,14
1551,12
454d,15
f91f,16
def7,14
e551,15
89ff,12
932c,10
a605,9
3e38,17
b1ad,14
1079,15
d046,17
293e,12
6acb,15
2014,14
e7d9,15
a4eb,17
662f,12
1373,16
fa42,19
caa5,20
e906,22
5e6d,12
b38f,15
28aa,15
8be2,12
e0ed,15
0924,9
061a,11
c8b2,10
d1fc,9
a5ca,14
136c,19
6c82,15
a708,20
753b,12
da7b,17
d1ab,10
bbb2,9
6b43,14
d05b,15
1f49,8
ef44,14
eba1,9
6d80,11
51db,11
13fa,15
78e8,24
a7b2,12
89f4,15
4ed7,15
df59,15
057b,21
e0cb,20
c126,16
0bb8,18
adc9,22
7f1e,9
a6f8,17
0c77,11
6ec8,14
2f1a,13
40e1,14
f537,15
bfbc,21
fa45,18
c5d1,17
4ee6,14
3eb6,20
6fe4,18
ede5,10
776c,17
84a9,10
b850,18
5f28,14
6c99,11
e5fb,15
7991,11
511a,16
b8cc,17
86eb,13
5260,17
2870,19
e6b9,12
3ed3,17
deb9,18
2a7f,13
4cb7,17
7c2c,13
3484,15
7dba,17
e7e7,16
36ef,20
8814,9
9a4b,21
46c4,16
739c,25
df53,14
a707,16
207a,14
10ca,17
1b8f,18
5942,16
85c7,12
463e,11
171b,14
4b2a,12
c04e,13
dc26,13
f80c,14
985b,13
bf0b,11
13f0,13
60af,13
1b24,18
6c20,16
6a86,21
95a0,13
0f8e,10
6837,10
eb7c,19
550c,13
656f,14
adab,10
6fc8,8
6d2f,18
baf2,15
18b6,19
2805,8
231f,13
d276,13
a701,21
839f,13
5a06,11
4742,13
571e,17
ef54,14
7242,11
b266,19
65a2,12
c45f,18
8037,14
53bc,6
ff8a,13
cd18,14
65f3,13
b122,15
9594,14
32c9,17
28e7,9
5480,15
0d0a,14
6543,16
b255,12
4bcc,19
b85f,15
9bbe,22
348f,11
b286,18
d8fd,18
6329,19
c560,10
f94a,16
e068,11
263a,13
3ff0,17
825d,15
5285,14
7432,11
3d10,22
c456,14
e0c3,20
78db,17
3540,14
814d,9
33d0,23
401d,15
cd0b,17
971d,13
e923,15
f716,18
7117,17
18ad,14
1807,10
9fc7,19
477b,14
beb0,12
204a,19
f0d7,12
e563,13
1d3b,16
0f92,20
e201,14
c705,16
fcc4,12
3a93,15
4484,11
9615,15
6a68,14
c95c,12
7870,19
ed4b,12
442b,14
e986,13
260d,14
577c,17
e298,15
98cb,13
f75f,15
25b6,19
3a7c,20
e40a,20
dad9,12
7730,16
4b76,12
b5b3,12
6893,16
d164,14
82ff,12
8073,14
e570,13
e6ce,18
3a1e,17
d3de,15
48be,16
8ef5,17
ea58,18
228c,15
b452,13
958e,17
a582,12
9621,14
4205,16
67eb,8
f025,18
2283,13
3030,14
5444,15
4b46,9
fa27,18
8a73,13
6fce,17
c383,16
7514,13
2672,15
061d,14
922a,11
c099,13
9b89,11
e19a,10
9fc4,13
38d1,17
90e4,10
a866,9
29c2,17
0b27,15
0b78,19
d293,19
987f,13
1cf0,15
9e8a,14
29fa,15
7f73,20
907a,12
1a4a,14
5485,11
ffe7,16
8e8a,13
4f0c,13
5a64,16
7ff6,15
9b0e,12
92b0,11
6ca2,12
4557,12
9a29,17
2fca,16
4173,18
002d,17
f4bd,19
41a3,14
5e89,18
8658,9
bf34,11
dba9,14
9a9a,12
42c8,13
5952,13
f93f,19
5276,17
8139,20
46b4,16
9cab,11
8c96,16
ceb6,12
f2ef,22
310d,18
f97b,17
81aa,19
03cb,20
fb18,18
bb36,17
db7a,14
7801,12
20cb,16
c88a,17
d70d,15
3a9a,12
47dd,18
03ea,12
77bc,14
2b2e,16
535c,11
7adb,15
cd71,11
3daf,13
777d,17
8fb4,11
4113,18
54fb,17
01f6,14
ffb7,13
fa26,22
02c1,15
9455,15
03f7,16
e6dc,18
328c,14
a532,9
e1c1,22
8c97,15
dead,18
3a82,13
1af7,28
cb97,19
90d2,11
9a1b,16
9ef5,12
e1a1,9
bd5c,18
3a61,18
c932,11
6904,19
ff9c,16
7a5d,11
3fcd,8
8b8d,16
98ea,17
e7ac,10
8349,11
6865,15
7a3f,19
a6b1,15
3ccc,15
4d79,19
2ea9,12
98a3,14
94e4,11
5340,17
8565,14
795c,17
88a2,18
db5d,12
ff6d,12
49fd,19
60cc,17
80f1,22
9d0a,14
ce4d,13
1868,13
22be,9
8358,13
cf2f,14
8d1b,12
3315,14
37ee,17
f895,11
3766,16
93b6,14
0482,7
6934,14
1008,13
0e7b,14
cda2,23
b33b,12
c65f,16
bc10,15
8a86,11
278f,15
6e5b,19
ea8f,26
90b2,12
c385,15
99fb,20
173f,14
121d,20
b9e5,14
75c1,13
62d1,10
86d8,15
d50b,12
91e7,17
8a31,10
3339,17
80d4,6
040b,16
4287,16
14e3,20
82d4,8
5867,10
a91b,12
dcb3,18
dd63,18
b72f,10
295f,14
37f7,12
ba04,19
b18e,18
5258,968
6964,16
5e8d,13
02ab,19
3b69,9
dc0c,22
3e83,11
5326,17
3ade,14
e335,18
860b,13
b351,18
cb87,8
c9a8,13
9b50,12
903e,14
b02f,11
ac8a,13
529d,10
b133,17
f599,20
e56e,12
e6fb,18
cbab,13
d30c,14
dd53,970
958b,17
f2b1,12
e19e,13
1694,16
79ac,12
9434,9
fb2b,14
e11a,10
350d,11
c309,15
60c0,12
c606,18
bcdb,15
87fd,16
49b3,12
6a61,9
a144,20
0d10,22
ed80,11
bafc,15
f9a9,15
7ebe,10
ec19,11
7f52,21
018e,10
5200,15
d317,12
0c2f,12
9f8a,15
11ca,14
8a1a,15
4bb7,13
bf08,14
877c,16
8b67,20
ceeb,16
445b,13
dbc1,16
2d6b,19
3a23,11
5706,18
ef27,16
3846,11
c2df,10
703a,10
817f,21
22db,8
ec04,8
8d57,16
991c,16
4ee3,14
49c0,12
8c87,15
7c55,13
be91,10
79ef,26
1705,18
2f08,10
b106,15
ff65,13
2a54,7
8ebf,10
2e97,16
a7fd,492
84fe,20
5bbd,10
899f,21
bde0,16
3263,16
f687,11
d40a,18
1f8c,17
6d70,19
69df,16
8538,16
ff1f,14
fde2,15
1e08,17
ea7a,17
1986,12
f15d,17
db24,24
b90f,14
6a7b,15
29a9,15
9a4e,11
c0f8,18
7cfc,14
366e,17
dbf4,15
f8a0,11
18ca,17
34b3,7
9028,17
dc4f,14
a248,14
ef9d,14
867a,15
456b,18
20fc,12
ce4f,12
d0ad,17
5a66,13
43e9,19
3d8f,28
5f1f,20
375b,18
bb1a,12
5170,15
277f,16
57ea,23
bb7c,14
57fc,17
62b7,13
8a07,17
572c,10
ebf0,20
4130,14
3d6d,16
1f48,15
32be,18
24d8,16
09ea,8
cfad,9
46fa,25
33d6,12
7a7d,14
698f,12
c00e,18
5d19,15
05c0,16
c4f5,16
010d,10
45e6,11
b619,23
cdfe,16
e73e,16
cc55,14
c093,11
d8c7,11
b1f7,13
866c,11
ef2a,20
02a8,16
38c0,23
da27,15
93bc,15
a9f4,15
a378,14
42a8,13
4b3b,23
dc9e,11
b70b,17
8cae,18
42a0,13
e548,15
1e8c,13
61ad,10
6ce8,11
95ae,14
b2a7,11
9264,15
7379,13
2786,15
b17b,10
1bfb,12
7cac,15
51e5,15
80bf,13
f843,13
0bab,18
d1b3,15
45d3,17
a1f0,12
b7c0,15
1006,11
5ff5,12
325a,20
97a9,13
23d2,19
c608,22
026c,11
f481,18
67e7,11
2cb7,16
0105,16
d888,21
1931,10
8968,14
fde4,15
9d37,14
bc30,17
ec44,14
adbd,13
d44d,15
a559,16
986c,12
5544,15
8a1f,17
eed4,11
9c49,16
0b51,11
9e48,12
2d08,23
79cb,10
339b,7
1e95,17
116b,17
0169,16
0132,12
46a7,11
ce80,14
5013,13
7791,12
0082,15
7e47,12
5c83,11
0a85,18
4746,8
3afc,11
f335,14
c5dd,17
81f4,15
13f8,14
1d9e,12
3cef,9
b6a5,10
d6f7,15
41f4,12
381d,18
df5a,14
9321,5
dd79,16
a26c,16
8a62,15
b44c,14
8bb2,14
1954,14
c9e0,12
43e1,17
8f1d,9
fb7e,13
abfd,12
1c13,15
68a2,14
fb06,16
b29f,13
4443,18
ec9c,14
b2af,20
7539,12
18a6,9
30ce,17
bc81,15
a366,19
817c,21
5494,10
4576,13
2cf2,18
3504,16
6e6c,22
5e16,18
04dd,15
a160,9
9e93,19
8cbe,11
3e32,12
db37,21
474e,17
ce32,7
e411,8
850f,13
d0de,14
2219,13
c21c,14
2438,19
a310,15
932a,18
eb0f,17
8b9f,14
e4c2,11
297d,13
580a,12
aa36,15
fa4d,18
6071,13
d3aa,19
f0b4,12
99da,15
5065,19
1b9c,16
8231,11
8f0a,18
d01e,8
a7ba,16
3f0a,16
69c1,17
915c,15
06f1,13
20c1,15
455e,16
11ae,9
3311,22
6b91,13
9252,14
66c5,12
6b35,20
c378,18
8b2a,14
c9c9,21
dace,13
063b,12
8c81,12
996f,13
10db,7
1fea,18
8013,16
342f,14
f366,14
2362,14
4458,15
57ae,10
d419,19
4343,9
45e9,13
66ad,16
2a4f,13
a7e0,17
5456,12
79d9,16
321c,9
fa0d,15
cec7,18
8fd6,15
2eaf,13
cc03,16
0ba3,17
bfc8,9
dc64,12
5790,13
401f,22
8ab8,13
8979,19
fbbf,7
04ba,14
8fa4,19
66ff,21
6f57,21
152d,17
afb6,12
d9fc,15
9c8a,19
6850,19
99cc,19
d327,13
fcdb,12
c3e4,13
110d,18
474a,19
a1fb,12
d7ec,12
5cb3,10
5d8c,10
1a8d,13
186d,11
4dda,19
e739,12
ffd2,17
c3a9,13
2d94,8
497c,18
930b,16
4eee,18
a2ba,11
f51d,19
504a,17
a85f,12
e6a8,13
4bdd,11
49af,16
4962,11
f20c,18
fccc,15
5a6f,12
bd5e,11
43cd,13
5020,16
840d,10
ad37,15
0c4c,18
d71e,12
0d8b,19
d735,17
c67e,13
702a,17
12ec,16
47ee,8
9a2c,18
74bf,16
d178,12
a9ad,17
8887,19
4acb,11
5eac,12
46f9,12
8587,9
a5fa,14
d226,19
cd8a,13
f921,22
aadf,11
bcf4,11
80dc,18
3916,16
a7e9,16
98e2,13
0020,13
bad0,14
c6a9,18
9642,13
1a36,14
8021,19
2f98,13
1bd5,13
9837,13
63f7,16
e0ce,23
d56f,22
fd9b,16
1c76,20
c791,15
8996,15
f86f,14
c860,18
f253,16
fe03,17
b555,16
9f78,21
8431,15
f692,17
c2b7,18
d511,18
b00d,17
d040,17
27db,15
585c,18
0de9,16
e426,25
1cf4,18
1583,22
0d57,12
1a2f,20
e516,11
ca3a,17
3b7f,25
8b13,14
cf60,20
21cf,13
edff,11
c044,18
d86a,12
b7ab,10
a66e,22
9250,10
b193,15
7752,10
7bbf,14
cb62,18
a3ba,14
79ab,16
3126,18
2068,17
b7be,13
f1aa,18
4266,16
ccac,15
6d3b,15
c73c,20
b305,15
d49a,8
fbf3,11
b786,20
38d2,10
ba48,11
7b22,14
5166,16
cc81,10
570a,17
2053,19
f08a,25
b354,15
6044,16
069f,14
b577,9
720c,12
6b42,13
51fb,13
91dc,11
e3a5,15
32af,15
380a,19
a8e6,15
5d0b,19
f1e5,18
57e6,13
2f46,18
c142,14
bc33,13
57fa,13
2c76,7
a55f,17
cdb3,18
8fa2,21
6806,14
b55d,17
ad7c,17
24a1,17
395d,19
24a2,11
926b,17
d44a,13
c9c2,16
356d,23
8bf2,12
59de,22
c504,18
f200,17
e275,17
4cca,13
f008,16
2e18,22
486a,15
f1ba,13
7d2f,13
7341,16
f51b,17
c553,15
cf4c,22
e6e6,11
dffb,13
841a,18
ea2a,14
141c,16
4062,17
0315,18
65e0,12
d561,19
24eb,21
ee09,15
39f8,12
c02e,16
f586,13
32bf,9
7220,13
2704,16
a04b,14
b605,13
d25c,16
d93d,16
7463,15
2f05,13
657b,16
c687,15
902c,12
139b,5
1ca8,11
12e2,24
7919,10
408d,15
4f99,12
ad89,11
c645,20
5a4b,18
b21a,20
efc9,9
c5fd,13
b0bb,15
3305,15
b590,19
e293,13
e577,15
8365,14
ea43,15
2c85,14
dfdf,14
d786,13
c803,15
faaf,14
4265,19
65f2,13
e36d,9
6b88,18
0cd3,16
d661,13
150a,13
7721,9
372c,14
36d2,15
b602,12
146d,20
a997,14
9f84,12
352f,13
84c4,19
31d4,11
c7ea,16
3f06,18
6b14,18
2bf5,11
f0d0,14
ab0e,13
f75a,15
e108,21
b130,9
60fb,11
0297,11
1df9,17
890d,18
ca03,10
921d,12
d426,11
d3f2,14
0c9e,19
0a41,16
3648,14
dc1f,15
6cbb,10
cbf1,16
1fdd,9
ec37,17
143a,13
2f13,13
b882,17
2013,14
f65e,15
ee60,17
fe50,10
8331,10
b846,11
2753,12
b58d,11
041e,16
b506,16
2208,15
d1be,14
d0ca,9
406a,7
2288,19
de1d,14
5b9f,16
5918,20
ec90,11
bddc,13
8f89,15
11b2,15
da81,21
6154,15
1095,11
ff03,13
c799,16
cfec,16
5768,17
e2bc,16
552e,9
c55e,16
eb59,19
6773,11
7a27,14
4dc0,11
23aa,15
873c,19
1e75,9
1417,16
cccf,11
f944,15
7284,8
e860,12
fbce,9
1b7c,18
b1d6,15
b01d,14
469c,11
d972,14
997a,14
9d94,15
7a88,13
c6c9,18
80b3,14
f33b,12
3cf4,14
4973,19
a0e1,19
94c3,14
2481,9
5703,16
6ae0,10
335b,12
61b0,24
6b24,17
6969,19
6c6f,18
46ad,14
bb8a,11
1294,17
124d,14
d577,18
25a9,11
1fc8,20
bd61,11
0d18,19
2ce2,20
1525,7
b6fe,16
2a5d,14
1ccb,11
8708,20
e9f4,21
fc05,15
ef3d,12
6906,13
f913,24
5c48,9
3097,10
9cd2,13
d743,17
bd54,11
2061,14
88fe,16
89a1,23
f622,21
eea2,14
ea73,9
b10c,17
d979,13
802e,18
e1a2,10
28fb,12
bdd5,9
80ac,12
9107,17
66e4,19
e4b0,16
f3e4,18
0d20,18
a76f,10
ea4d,25
8ec4,11
486e,14
426e,16
af68,13
f2e0,12
3ff8,15
9418,13
6736,5
6f92,21
788b,13
becf,11
6df9,10
900f,492
85cf,11
f1b5,12
ed1c,14
7e61,17
c67f,13
33cd,15
6f40,15
bb0b,9
783c,15
961a,14
d374,13
f5c9,16
ae73,16
847d,16
3b2e,15
2790,22
18bf,10
d7b7,17
d5ed,17
c0ce,16
0ac1,12
ead2,14
53d5,9
12ba,14
4584,10
8845,12
561c,17
274f,9
faed,22
dc60,16
3e53,19
0648,15
9907,11
4403,18
123b,11
97af,12
d71d,13
e61c,9
c397,18
9ebd,16
d0c9,9
564b,11
c030,17
b558,13
b996,12
a8e5,19
d9b2,12
f3e0,16
b248,14
26bc,11
4f5b,11
920a,6
e42d,13
7a89,18
5a43,8
a6d2,11
a508,18
2f66,13
cb09,19
e978,18
d2ab,16
7a4a,17
2ce1,9
b8c0,18
7915,17
d2dc,16
f97f,13
e8b2,18
48e3,19
ebef,12
175a,15
7a9d,14
76c8,13
8e2e,13
82eb,13
2de2,15
dfc7,20
93cc,14
092e,14
b196,13
c193,17
7e63,11
98d5,11
d526,16
b12d,11
516e,10
2b5c,19
c304,17
1724,15
758c,12
e0da,23
374b,13
232e,14
76d0,20
8750,11
8d96,21
5d58,18
0157,18
15ac,16
a250,20
aa1d,16
20a1,19
46ed,18
b024,14
f2c4,20
615c,25
645d,8
e973,11
09af,14
4826,14
630c,14
6af9,13
eb58,7
82fa,13
c5e1,11
c805,12
f1df,14
294d,18
1568,13
f575,14
9b6d,17
cfe3,15
fdfa,16
e915,11
b781,16
4af9,14
0a13,9
a448,17
9a28,14
0cd0,16
cf20,17
993f,17
bc88,11
67a0,16
77d1,14
e2bd,14
ec98,14
4d89,16
c69e,12
8f5d,20
0590,18
9495,15
3917,14
9b18,13
ac7e,14
de36,16
0eef,8
74e5,18
3dc7,19
6089,9
0341,20
c9c1,20
255c,20
ff0f,22
43e3,10
0768,11
60e8,10
d1c7,11
9b5b,16
62e8,16
6a1a,10
5e1d,14
8f1c,12
77a9,16
973c,17
123c,15
bec7,13
a3ed,11
14d6,16
bd58,13
ddc3,16
d007,17
09b9,13
f529,11
72b2,18
025b,15
8ba9,12
922e,15
5182,15
8ead,15
ceab,13
e291,13
6c5d,14
96cf,16
881b,15
5519,13
a655,14
cab9,12
529a,13
a1b9,8
c5f9,18
20b3,13
c85c,13
5e95,14
1444,13
e3b8,15
9f2c,13
ac45,11
06e0,9
8168,15
6ce9,15
616d,21
4fc3,15
8f19,14
83c7,10
d196,17
99b2,23
0aed,14
afcd,16
25da,10
7513,8
f396,13
82fd,15
d323,12
475f,14
c279,17
68f4,15
9e2a,11
931e,16
3885,24
8d8e,19
0507,15
f46c,18
3234,19
73b1,15
906e,17
5830,17
7300,23
639e,12
5a87,20
859f,16
6f80,15
2cf1,21
248e,18
f9de,14
42f3,27
28f5,20
4504,15
4b15,24
12c1,21
e0e0,16
22c7,12
c9cf,9
0005,20
70f3,21
4766,11
6c32,9
9d28,12
23ef,12
05f9,12
fd36,13
ccb8,14
f620,16
6f34,17
f88e,21
8171,15
9774,19
d64e,22
0643,18
a5d0,12
bc24,12
60fc,11
e4d2,16
b4c4,15
b5c1,14
209b,14
a870,12
de43,19
5e2b,13
69dc,11
249c,14
2ce6,13
9da7,18
606d,16
19ab,19
1efe,15
f05c,24
a10c,14
9c34,6
2f3d,17
ed33,21
9962,21
3fd0,10
3cc0,12
0e11,14
6f0c,12
e43b,15
e996,22
b600,9
bad4,16
9533,14
0a03,14
b9d1,15
a825,11
58af,20
1af8,11
e0a0,20
2eb1,9
3c69,16
5d91,11
09fd,13
076c,13
844f,12
4b20,7
e79c,17
4f16,15
5397,15
3d06,13
9d6e,11
e1f5,10
6214,14
fb86,11
99d2,15
9ffa,20
8187,16
cbc1,17
ca76,11
662b,13
0990,15
9bde,19
2720,18
9e5c,12
3fa7,11
4268,14
f11e,14
d6a0,14
d647,11
1b83,15
ad2a,12
9cb2,20
9e59,18
e313,14
c256,10
441e,22
3075,18
f38a,16
bebb,16
496f,12
6d07,21
bd5d,12
6dae,13
68ba,15
4a6d,10
cc0c,9
7313,12
3dba,19
6c64,10
b06c,19
cca5,20
e98b,13
f6a9,20
e552,17
2a75,9
8ed5,12
2251,15
5780,14
b543,18
0dc7,19
59b4,9
3049,14
1726,13
b14c,22
f5a8,12
dc6c,13
df3b,16
31f8,14
7344,13
e19f,20
0f99,7
45cd,17
e5fa,16
8003,16
400a,18
d7d2,17
e3ea,12
5f35,14
3b5d,13
e49b,12
667b,14
b028,12
a959,16
2609,8
5532,11
cc0d,12
28cb,495
fc8b,17
f629,12
b3ba,13
2831,18
600c,12
cbd3,13
a72a,17
5a93,17
055f,13
95db,17
40df,16
af01,11
67f1,23
9acc,13
ee8e,13
273c,9
161a,15
cf1f,12
9e2c,13
4daf,17
9230,17
23a2,11
a67f,18
4980,13
d466,16
cb14,12
02fc,10
71b6,11
0c52,14
ac29,19
d381,16
5089,9
e8cd,12
1fd2,14
7f86,13
8083,14
56ca,8
82df,20
b6de,18
6221,21
7d79,17
dbcc,10
cd2c,20
a948,22
3d03,17
7308,13
e7b4,15
80f9,10
e99c,15
8ca0,7
531b,14
04bf,15
ca9f,11
cbff,14
9f5d,17
56ee,9
2b1c,13
8e87,16
5f93,10
2934,19
e67f,18
eff4,16
d9f8,16
68b7,12
b37f,6
1482,11
76f1,12
c48d,15
4da7,13
187d,20
bdf2,27
3d93,16
43ce,10
9fc6,11
b1a9,21
56d6,21
0114,11
7663,17
fc2e,14
f701,18
3960,9
8482,11
b803,11
c4e1,15
0625,15
1ef2,15
731a,14
80f2,16
1f27,18
9809,17
b19e,15
d5a8,9
8624,20
1983,12
10b2,16
c026,16
1e01,12
9c7e,14
8303,14
98a2,14
41d4,8
e6df,12
1454,24
f52b,18
94c1,8
b73c,17
c0b1,18
8193,19
c152,17
5e2a,11
aacb,19
f6c4,14
213f,9
f36d,14
73e8,17
3da2,13
8e99,11
3041,21
a615,19
9eea,19
2d6c,14
68df,16
77ff,11
c236,14
0f88,21
592a,18
c568,19
f137,21
a08f,14
47e0,19
b0e9,9
57f5,11
27eb,13
6b64,8
